time_of_day,weather_condition,demand_multiplier,base_price,optimal_price
3,1,1.6782233730948837,14.145860712834388,24.82188616293839
13,2,1.1705699549402429,15.303163394752767,22.544284098327438
17,1,0.8871515633747324,11.889403417693464,14.76353163631985
8,2,1.8114635492173987,13.482510970332523,29.33709130660139
20,2,0.9617838550452762,15.410991122839352,17.29197696588754
1,0,1.0666428084183535,16.515650773362644,16.515650773362644
19,0,0.5579793080099139,18.433572186246145,18.433572186246145
14,2,1.1123340428190829,10.318163093964923,12.93389515398622
6,0,1.452457477028401,19.272158792788904,25.898916432175074
11,2,1.5907066347482148,14.559197151846313,28.693784601325856
7,2,1.9990806832504984,16.81552824048422,40.88551350523133
14,1,0.8457894424245139,15.496535652221574,15.496535652221574
2,0,1.3325578246593572,8.0835758802261,10.047407428001502
13,0,0.9953796444908735,6.071575745132424,7.886397971081753
16,0,0.5,15.894296960271804,15.894296960271804
3,1,1.468945993611393,12.665790016918647,17.05968583128313
17,1,0.839420242322256,15.533200526124869,15.533200526124869
7,1,1.7202784732010405,12.152642058731896,25.525288286261187
3,0,1.5244824576617184,9.683517806247561,15.003394223787705
1,0,1.111678567064097,9.275268638893525,10.565315105653418
5,0,1.430359767065649,15.957981963049914,20.73123152019768
21,1,0.9825828912771878,9.15170122198662,9.15170122198662
9,1,1.4699920155203379,15.720153063881313,23.470081119277552
3,2,1.7291470254554924,10.759401894760678,23.614067198952565
21,1,0.9023949573370259,16.563476064782037,16.563476064782037
17,2,0.9828834586563574,7.142148886740044,7.142148886740044
11,0,1.0496442645465343,8.074699148065182,8.074699148065182
1,1,1.355477946200015,15.288674085802453,20.985383424639974
9,0,1.3244630447029109,13.40346680297394,20.03230596633157
3,0,1.185280706103261,8.058175139323989,8.339348137843475
13,0,0.8244824800131006,18.542405175902324,18.542405175902324
15,0,0.5,9.139162211189694,9.139162211189694
14,1,0.8840541056785054,11.316070972904507,13.886838502667903
7,0,1.3628031019613709,8.03431912808807,11.647300692386784
13,2,1.3479729677842047,10.820414275122713,16.581267302442438
22,1,0.9800363942815586,12.374701251672112,13.016753570422987
7,0,1.6368251005471544,9.428705817693785,12.550053667069903
20,1,0.6748107887276877,16.536405097947252,16.536405097947252
15,2,1.0587741810783489,10.908994679693706,16.701329282165844
12,0,0.8897026594874279,15.942649999381507,15.942649999381507
17,2,0.8538788846697046,8.10608263085365,8.10608263085365
14,0,0.7100533310565676,10.655532451897681,10.655532451897681
20,2,1.1643520434095807,5.120874333433028,7.491119979605561
23,0,0.9069794926997949,16.379563758705675,16.379563758705675
12,1,1.1872237212097332,14.388299664957263,18.040641095541535
8,0,1.5409136694284713,17.267349873806843,26.367399075449242
14,1,1.01729952173995,11.8341618215407,15.308264992625402
12,0,0.9943917013574473,16.996109655692585,16.996109655692585
0,0,1.0675193979306454,14.713738164064676,14.713738164064676
6,2,1.8694241414602053,5.05419398801358,13.009597971889695
8,2,2.131576682995751,8.80541442632768,24.232146617752655
23,2,1.3925917598151787,12.40837028309372,16.414107006373253
0,0,0.9593407320631235,14.28031024567957,14.28031024567957
11,0,1.2053337709753724,5.983862969969557,5.983862969969557
7,0,1.537851961356101,15.576198922756875,24.753710713337508
23,1,1.0989014411229925,13.153041464708897,17.80445782062839
10,1,1.501478537021628,12.886689602274284,22.522487308946914
18,0,0.5,9.380683371468727,9.380683371468727
16,2,0.9234815211404894,13.922346492358653,14.107719127872526
7,2,2.048832059547123,5.4123933444766195,12.391750843377517
2,2,1.6704018898793875,5.970504957559827,13.153147682749577
2,0,1.1799749495475078,16.008051308192623,19.030968739502182
0,2,1.3859818411206029,9.828370138009458,13.259460995857575
4,0,1.3795948499387898,10.204506134367257,15.86091678396456
9,1,1.6433260217741856,8.125778048846778,11.761818848892474
6,2,1.843916126274956,11.684310381498982,26.503393410839294
8,1,1.6374261467787068,5.779901471169505,10.825115413894984
6,2,1.8337481317870645,9.505448353566706,23.279872620343497
8,0,1.6538034986908323,12.906858826665463,20.87386074739841
7,0,1.5458848097002105,11.984478823387056,14.468698089089745
11,0,1.1883689554751398,19.995044646845507,24.0480787704648
1,0,1.1991922615914965,10.83146978175365,13.654219202266692
0,2,1.3605379806332765,10.804985888814633,19.787961042025955
15,1,0.998573419794102,12.553726661216905,12.733590121270934
22,0,0.7432318799372059,7.854546654068447,7.854546654068447
22,2,1.3272805465920265,18.144566344387368,30.69358325537361
23,1,1.0381100346440764,13.584016832966729,14.04756357888971
4,0,1.504560740301301,7.881614587991336,12.492371177530746
2,1,1.4666822292867354,16.901623870581986,24.32429955245994
11,0,1.1561740403766108,5.514982567142798,7.504486134288461
7,1,1.5159611517559208,19.73846300878141,33.359791146004234
21,1,0.7481266117166221,17.97724002157057,17.97724002157057
2,0,1.4009955195663173,13.694591833010298,18.392193279465666
0,2,1.271118095821816,6.6694349413559975,12.343046404310513
2,1,1.5392030468323126,8.229091599345072,14.332563911849595
4,0,1.6930106228166344,9.191527554703447,14.195761440835591
14,1,1.0053010713150674,8.615476068554164,8.615476068554164
13,1,1.2832652636598654,12.462800156801686,19.598715945730888
2,2,1.7192112719523347,19.168405554007215,38.5633689450829
0,1,1.2262857301999355,11.662588771517157,16.173062426930528
4,1,1.6704772185836236,14.923468522601082,26.596297153652607
22,0,0.7322622240170591,15.328748089682348,15.328748089682348
13,0,0.8497796040438741,18.07371087881724,18.07371087881724
6,2,1.8474839181533136,5.507319313572789,14.485549860946563
8,1,1.6753324526780702,11.064950890213133,24.679114073560875
14,1,1.1700385161906666,16.77102671129149,20.038280649967366
14,1,1.09244726287655,17.223005224481692,21.36339835584194
9,2,1.7740409062391445,18.90998922761017,44.914006384200775
12,1,1.2614209694157092,15.541915397270035,23.967294779378054
18,0,0.5,8.677309191571153,8.677309191571153
6,2,2.042146038272678,12.584986146265672,30.311284791693996
16,0,0.5,5.485179318783463,5.485179318783463
19,0,0.7100963946248521,14.703925116473702,14.703925116473702
3,2,1.6990285716747209,13.31442817263135,24.73941518851355
4,0,1.3946077777194472,15.002544211419396,22.471097926462075
22,1,0.8277277962633248,18.952108300813933,18.952108300813933
6,2,1.9154751305768407,15.309149175806473,34.58119012489052
12,0,0.9319137409045071,9.80674895562142,13.427339905360498
14,1,1.0663486079506102,7.981049958052351,7.981049958052351
10,1,1.517513153831781,17.819543102279823,30.473722733752894
3,0,1.2841881562807809,7.914982149106409,10.563131030115574
12,1,1.1123047728941575,7.424143708930458,9.835715531161998
6,2,1.835802704442221,8.099181210214637,20.153155400383923
18,0,0.5,12.632612721957603,12.632612721957603
21,1,0.8184917126917816,6.862811647391853,6.862811647391853
1,1,1.2453376149538093,19.071774958950535,30.064942669574478
9,0,1.4703804825383393,19.493805608601345,30.259789498935547
12,0,0.9501651716732784,19.60702779924498,19.60702779924498
20,0,0.6245574706022642,5.586872072295797,5.586872072295797
5,0,1.5413547497344902,19.192962897200477,30.618715340470235
11,2,1.344098252772547,19.961223989261377,31.217189585080625
11,0,1.2007543376427336,19.136436640182307,22.69252543369086
19,2,0.7463490959254547,15.064083586440592,15.064083586440592
10,2,1.5666159329616574,15.518452286127513,33.32165949628158
22,0,0.8167366208865311,6.8337940981017145,6.8337940981017145
6,2,1.9124836807707335,18.11445615612444,41.67786144127798
0,0,0.9659558221890855,5.894593769431572,5.894593769431572
0,0,0.8217022142232949,9.765958199264595,9.765958199264595
19,1,0.8135009489089609,19.867274677222802,19.867274677222802
12,0,1.0434099188560018,11.334918186544929,11.707466889920024
8,1,1.5473665212006509,6.967343359478881,15.180920077482632
2,2,1.5538459656372878,19.5394199307362,36.68105359397961
6,1,1.8026882886141784,19.76209470562604,41.26398358365097
5,2,1.9130033389828072,7.805640278580715,18.277258624903148
7,0,1.3469329884925316,17.972057131102563,25.929169645854405
8,2,1.7599729192511244,10.856349892908376,19.5923144106248
4,2,2.0287418276287816,10.720526967300717,23.58602099636771
0,0,1.100223776393283,8.940464478453524,11.684126431428524
18,2,0.9000571275225137,5.670654118323448,9.11777660475663
9,0,1.3557904824372342,9.020134755278352,9.020134755278352
11,1,1.1118714315936675,5.80665357999578,7.126272978736167
23,0,1.001252922150715,18.86558069539945,18.86558069539945
14,0,0.7048581256214357,14.925810085890927,14.925810085890927
21,2,0.9655797947081743,18.29933975024587,18.29933975024587
23,1,1.1455877621157857,15.75936022205856,19.62222348022059
8,0,1.370017337722823,6.969303066239589,9.179090887172466
19,1,0.5347404941895034,19.108723051029468,19.108723051029468
16,1,0.8079682426482229,18.49839580449151,18.49839580449151
16,2,0.8154410715512338,10.221141168515535,11.271507769067876
19,0,0.5111576028999398,6.673000105275148,6.8398763672381016
11,2,1.561170409725877,15.562321261833107,26.736988621996858
6,0,1.4722159835377324,15.925419541050838,21.76464061187548
1,1,1.302072803073667,18.452435672610605,26.6878458035171
2,0,1.4050923655807157,5.789836391766199,7.59919355619824
16,0,0.723517161464755,7.125557570410578,7.125557570410578
4,1,1.5412586569185718,13.973731893187734,21.065986842349563
16,1,0.7075116397349726,14.286973263051237,14.286973263051237
23,0,0.8166037344195207,5.504144934725094,5.504144934725094
16,2,0.9638433955279888,10.953980765924875,13.107124338794762
16,0,0.5587890343358751,13.762425969140736,13.762425969140736
1,1,1.501117788165577,16.068669997276007,28.317786288776077
1,2,1.5108563164727906,9.742260376674928,15.13358153082828
21,1,0.7434200629053785,12.258552395327621,13.13294393671805
22,1,0.8911984312930911,17.210823084680136,17.210823084680136
4,2,1.87035072538445,19.30842595846611,46.22079637470236
0,1,1.1742875390206762,8.454720130847683,9.421278881643998
0,1,1.2313604731182446,8.795633087298445,13.574798015255919
18,1,0.6755825032754137,19.097272811508134,19.097272811508134
1,1,1.4018893070920706,10.938667261440253,17.02945786890303
20,1,0.7581607566876729,15.77522486781114,15.77522486781114
11,1,1.20776919699063,14.183978430948143,18.17694516337616
5,1,1.648277494238595,9.283815196910844,13.025873668787593
22,1,1.1711405864351048,14.803433329370375,17.798633254304317
3,1,1.677175865372345,14.833488514354599,26.3551659292813
22,0,0.6338332058457614,13.886647781136144,13.886647781136144
10,0,1.4278392589660964,6.494912372742693,9.179265771387806
23,1,1.084300739160658,19.927577335610565,24.109454218552283
16,0,0.5181489338627007,11.006246917562411,11.006246917562411
5,2,1.8548047323868408,14.573764780954834,32.87362977970249
23,0,0.8762727143451102,18.28642541168929,18.28642541168929
4,1,1.74141912659293,11.349327326297544,20.366229366875434
19,1,0.7360399662631726,16.60887585208323,16.60887585208323
1,0,1.1627497709036394,19.57736637019109,22.317162865180908
5,1,1.8040959161683277,10.384021403795725,20.404545346104094
21,2,1.0065375995524795,11.07904355349105,13.34138416297838
10,2,1.6802431547199632,18.58364088494853,38.84622527541919
15,1,0.8903342092630807,7.394643017227745,7.394643017227745
15,2,1.0599194553837301,5.428922575391635,7.1049134820848225
0,2,1.449900263076243,18.633335072736678,28.113279338036815
8,0,1.3638919659848465,17.323873611763705,20.404211986472653
5,2,1.980962759470815,19.58874548826998,46.0681563389529
15,0,0.591061093787994,5.8735667406601735,5.8735667406601735
2,1,1.495465515835672,7.342659956614809,14.045303299432552
19,0,0.538076125861991,6.579688386347133,6.579688386347133
3,1,1.4848921087548104,15.251241984405638,24.655532471430963
18,1,0.8622461156602609,14.090151106207149,14.968952148688553
2,1,1.6216563327112348,10.390027990808896,19.520504472384125
18,1,0.6079165968926645,5.861352191033675,5.861352191033675
19,1,0.7969665489903403,14.594929760698115,14.594929760698115
6,0,1.4877461545425255,13.55180727672585,21.11102203106093
19,1,0.6496539537544485,6.693548165909236,6.693548165909236
8,2,1.8698636731399492,18.63364556710571,44.80472271961993
0,2,1.4833791114621162,7.9842456450798585,15.822798566576752
7,1,1.699071203847833,16.152637282157848,31.55969019533219
6,2,1.8636501778964196,18.276137938144224,41.55760834831186
17,0,0.6499794261899481,13.692124860405627,13.692124860405627
7,0,1.61950269297687,8.702733579473769,13.352279902095969
0,1,1.13171085778905,9.638727764377121,12.995986566097006
10,1,1.4590887946853395,18.286213005782486,28.87642661814784
17,1,0.5591405449099374,9.47385734564727,9.47385734564727
22,2,1.233534203730928,16.192857249759562,25.4140436532428
9,2,1.8863034035280983,19.85247818383108,45.87781052632354
2,0,1.2889544432329627,19.99725079044017,24.531000894944807
6,2,1.796461203260449,13.002196224039972,27.852959977145684
15,0,0.8079762765705825,17.398336951791467,17.398336951791467
15,2,1.2494882386147923,19.853748018817992,26.3546065301102
19,0,0.5,10.620093347629734,10.620093347629734
16,1,0.811533390516403,8.786143776054587,9.35738514082896
1,2,1.6110768840932694,6.713500337632748,13.848402479950392
0,0,1.0787377609710378,7.113494571096892,11.812317769801844
15,2,1.051266054855637,17.803345454309948,19.235542649345284
11,1,1.5091969205033624,13.830846354606111,20.59352479963622
4,0,1.2764831485516082,18.105637630887287,23.476182032844854
4,2,1.6777636299024463,16.841826335482526,35.77184808799337
22,2,1.148431525032902,15.106169450720266,20.932810373304935
8,1,1.8073689826166113,14.13968287860291,30.74717714393172
8,1,1.7489820223264236,5.7250835626713945,9.859886265734334
2,0,1.1006672644086928,18.084127940047885,19.358881396061182
18,2,1.1843449814423226,11.267630925195714,17.539083993189408
15,2,1.101880939076186,13.39680285607088,17.00653287766545
15,1,0.7312246590144341,5.329302528155311,6.160376764931201
2,1,1.4407878733915442,19.041102527941806,31.567127192625684
19,0,0.6137516060299515,18.541106916380024,18.541106916380024
23,2,1.3958380145469322,13.149170448771583,22.6240494211622
21,2,1.0398489922169931,13.659674497525362,16.088770475451927
23,0,0.9228069262854607,15.57525818605233,15.57525818605233
0,0,0.9875218156062812,8.97042344654225,8.97042344654225
23,1,1.0640053747336191,8.328734340699539,9.389128127355871
19,1,0.7895158846881207,15.11034419902449,15.11034419902449
10,0,1.394071459777279,6.566336692383622,8.936593631587215
16,0,0.5,11.810930070850711,11.810930070850711
7,2,1.8596841686328502,12.391406359986352,29.634629067045694
3,0,1.2933597143743696,10.72005465372752,10.72005465372752
5,0,1.3821624597535425,7.779022635466021,11.1295431965261
7,2,1.777058704825956,10.32974396488032,20.545924479435836
19,0,0.5195321850254799,10.06335880340675,10.06335880340675
2,1,1.3427440029005726,12.488985119731256,17.99816604672513
15,1,0.7358000610439828,15.12021262367779,15.12021262367779
2,2,1.6320647606398122,19.52352685289256,39.27729804820538
17,0,0.5,7.162448902614924,7.162448902614924
13,1,1.1214499087554106,18.09525664911623,23.868502027934824
17,1,0.6691225054547408,9.262670005853936,9.262670005853936
1,1,1.2099580186610974,13.870591550021084,20.347523316484256
21,1,1.079018649275997,13.20105421975802,14.65096849373253
2,0,1.0367241910965834,13.354226279423944,17.20646144978288
15,0,0.7320770743623944,15.850379175782193,15.850379175782193
8,0,1.4676228163870246,10.725324586234938,14.801182130289835
3,0,1.3050788775252626,9.786499448552835,9.786499448552835
0,1,1.1092285724812512,17.79251859778216,20.374074386554174
3,2,1.9263953572167427,8.301425604114055,18.65608263376637
0,2,1.6123894714405116,7.703690559667146,14.36099260622681
13,1,1.0413094545105845,5.2341115498289135,9.361166015544976
20,1,0.7231637433041731,8.158666730437801,8.158666730437801
15,2,1.159321225001194,12.777971499750626,19.654545978609946
19,2,0.892436836664705,13.077633095211704,14.00539449361884
23,1,1.1289359400040824,8.816307367933014,9.546180060493327
7,1,1.7387644257078734,6.084112550617998,15.994513030323
6,0,1.5037324766387028,16.169611945178094,24.112924723802607
2,0,1.2665098935570431,16.369630228434495,22.021248980012448
16,2,1.003946679658259,19.967545944373423,22.160554127142714
0,1,1.0911416203027173,18.500443558020763,19.864036212195888
15,2,0.9784733913209135,18.89093096776464,25.172771004548153
11,0,1.1519856486656943,16.973057386159127,20.417725591120263
18,0,0.5,14.232542800737487,14.232542800737487
21,2,1.324181870498408,6.9281893640676575,10.6317541756781
22,0,0.7632578499508076,14.334699461838166,14.334699461838166
21,1,0.6726271054018721,5.8393379062193995,5.8393379062193995
13,2,0.989196045641941,18.279486669067886,22.54982803123836
5,1,1.7650689267084625,12.227320031212962,23.83156887050152
5,1,1.697089221273082,15.462092479637004,30.37023005653176
12,0,1.1440680529117953,5.78365495543946,5.78365495543946
18,1,0.6356000557158028,13.01372634384238,13.01372634384238
21,2,1.0343877274129352,9.51895096780044,13.37520996229766
7,1,1.7108842498370256,9.274523986058686,13.042091236741884
1,1,1.3139034749012568,10.844838720547738,13.60596488338585
20,1,0.7432131173642541,5.009591912908023,5.009591912908023
0,1,1.2725598751386202,11.999913225802603,19.390725827433606
14,1,0.8666220465347458,12.298500254119075,12.298500254119075
0,0,1.0535680823537155,17.94696373758596,19.19061931899725
4,2,2.0158635261936304,11.727884118237236,30.63911100298998
15,0,0.8119604227867013,10.453344408015093,10.453344408015093
18,2,0.7194123004252362,19.92120577043695,19.92120577043695
3,2,1.7045752579315454,13.568199869037445,28.096032838382
2,2,1.6790571786092146,12.089198129512091,25.218595319126155
16,2,1.0947767880245944,12.439037518225692,14.079877160339588
16,2,0.9879770964993412,17.137719462632077,23.450838221759877
11,1,1.4573865379284145,10.110145534552412,12.421342780382894
13,0,0.8036524542683366,10.837406940289185,10.837406940289185
20,0,0.5999669854477472,16.33810039006198,16.33810039006198
5,1,1.7184594387524175,6.0947560942065415,11.763024544160418
2,2,1.7813343635351595,17.97753737214888,34.31907821060268
8,0,1.5238682822580845,11.45304044701955,20.4261227341309
4,1,1.7020128458342396,13.719394632584725,24.723216112176424
23,1,1.155523460736971,16.362142388897528,22.35928133896219
16,0,0.5,8.990778836590172,8.990778836590172
13,0,0.8534443034338896,18.354713124809766,18.354713124809766
20,2,0.8664965594797684,19.68837458384916,19.68837458384916
2,2,1.5846879999010584,12.414115421091868,24.420907410748878
0,0,0.9826255469522773,19.0540604754901,20.199208712120065
19,2,0.6913973710894078,5.016929337904742,5.016929337904742
20,1,0.753219279120031,18.413567444532923,18.605565910238585
22,2,1.071718173642841,9.665679796269583,11.658310860501828
0,2,1.2943895350751933,9.67243137091403,18.65667697695317
2,1,1.459585688029945,8.421332971549091,14.854867432374208
17,2,0.8781636846777646,9.75520851726353,10.327349577462998
9,1,1.587703564560805,8.202268755479526,14.534565843891338
21,2,0.9815643617981238,18.588036594649576,23.864090437083814
2,0,1.2324400251380685,18.485355908200496,25.838064429589622
7,2,2.1288313505781953,6.533169723809338,14.745888116261298
13,0,0.9329005965297235,7.142876432997387,7.142876432997387
23,0,0.785983256119332,17.930279585159997,17.930279585159997
17,0,0.6409803055252943,10.98406656309119,10.98406656309119
14,0,0.904840831301055,7.539075160089174,7.539075160089174
21,0,0.7063147790720941,12.660041036548508,12.660041036548508
22,1,0.8718043555246373,11.250020748801425,12.267027680528095
1,1,1.4327075568266996,8.287423306069478,8.287423306069478
9,1,1.4958221656559585,15.811283274164515,27.485283451862912
1,0,1.26449421459133,14.469339684990963,20.617111814246254
16,2,0.942895419989044,6.494924203331609,8.663778176566316
7,1,1.6550114092352137,18.880800714880138,32.70984647057976
0,2,1.4524057352446127,13.377049485951037,16.22804622864448
8,2,1.9740392859890454,8.753067305953127,19.379715546424677
10,0,1.4868218375391904,8.094377226085452,13.338452804833357
21,0,0.6491480719835462,7.039219720583024,7.039219720583024
15,0,0.605479281934765,11.36956109585526,11.36956109585526
6,1,1.6179329214044595,7.033115196362552,12.07456287774042
9,0,1.2053659379111086,11.237246188928392,13.001322936903568
22,1,0.8493963226422537,7.2315564235117655,9.957077889504909
2,1,1.4735639648584626,14.85211282285834,22.6931420514809
17,1,0.8225022361067444,16.778630325295374,16.778630325295374
23,1,0.9802164440840186,13.24284121284138,15.847118860257327
12,0,1.078713178445372,15.20085312282346,21.14013741081115
6,1,1.613809800827536,19.075681056260912,37.17436954630878
3,0,1.2795192817816339,14.575572943559118,19.74778060420453
12,0,0.8930451557530914,10.462372972758239,10.762862987458924
19,1,0.8502211028778706,11.742202380123732,13.505574444668637
0,0,1.1606404341476657,17.907878391080555,19.501424024467983
7,2,1.810051623222517,6.9608047842514456,18.64217194189533
13,0,0.7896763913178012,9.88605533675649,9.88605533675649
15,0,0.7087037415709324,13.659201034557261,13.659201034557261
13,1,1.2433935971524788,15.145843541126517,21.438431847860556
11,1,1.49080143252835,16.45248613147558,25.466096979317555
18,0,0.5,9.773101939941307,9.773101939941307
22,1,0.9316452033645175,7.1878870101372545,7.1878870101372545
14,2,1.026845845261979,19.322588145148394,24.248142654934124
1,2,1.489775750838869,6.145883256980592,7.923424496128357
1,1,1.3390727026676825,6.437080336803281,7.503770459787172
22,0,0.6150223733239393,12.424138128529533,12.424138128529533
21,2,0.9919478332297361,17.289065422153975,20.26435415060868
18,2,0.9222214428633441,16.617561595329903,21.301766760619657
21,0,0.5,19.065488992911376,19.065488992911376
21,1,0.893352560836343,7.124038634194826,7.124038634194826
16,2,1.0690267330293595,10.635908855936542,17.272894993801813
19,0,0.5740400962309065,9.232131930825652,9.232131930825652
9,0,1.3038741436349306,17.913051853320077,24.70461127794075
5,2,2.0001625858907595,12.325319304218006,25.800954535248476
14,1,1.0887446723373029,5.402719016234995,5.402719016234995
21,2,1.0782255059430241,15.619466102575949,22.30486579869408
10,0,1.2649038422400922,10.83047146739904,15.00903022847027
4,2,1.7710419969054356,12.967201450565184,31.148993153393405
0,1,1.1593323242031175,18.40681140514997,26.908573714301408
7,0,1.590180439461709,8.851066619492176,13.013389881314577
20,1,0.9519259665347062,8.603970134182656,11.311609572928084
11,2,1.4879117910897226,8.94788756270134,14.01125704785959
11,2,1.5122796554136073,10.07161986889554,15.101229209243412
4,1,1.5682888822272796,6.6103096196914946,12.041714154738784
6,2,1.8569187259451116,15.458294912128842,35.97652660273901
3,1,1.4277530289532914,8.110980767437049,13.408002352157663
5,2,1.9258793124894156,18.892186209058785,45.57321699631422
12,1,1.073188636204887,8.23529470864806,8.558588979948844
19,1,0.6622127307107413,8.834630439631628,8.834630439631628
14,0,0.7438871370249512,9.455303432162246,9.455303432162246
2,0,1.1185959168080735,16.52807145517124,23.26588281869149
22,1,0.8726135663728639,11.414097311630446,12.668209706598935
7,2,1.7704271600460884,17.29001936045928,39.88752400333888
19,2,1.0269981605861611,16.772805685336827,18.181859486642512
15,2,1.1889141482940297,18.942356341511996,26.18360027374939
12,1,1.1210689767803497,16.34906232656082,19.989849048470184
17,1,0.9933685540940255,5.778667545035942,5.778667545035942
9,1,1.460149712337709,17.559219105485873,31.432256974303257
18,1,0.657673898906384,19.07108895058117,19.07108895058117
16,0,0.6162786558623302,19.905337888245036,19.905337888245036
23,1,1.1293195170691357,6.879013911986977,7.552104488174567
18,2,0.8680979338649071,14.19909903989802,14.19909903989802
22,0,0.8594243293842864,7.991879988262391,8.358770297069908
4,2,1.952884053838724,8.937644613688985,22.1590490600049
20,1,0.7662198041556021,16.18376507334287,16.18376507334287
22,0,0.7349897200118264,19.665015765485904,19.665015765485904
8,1,1.5719584337544943,13.922832521945343,28.46914279084395
11,0,1.0253847801833849,17.75876704733371,21.838637078836996
20,2,0.8869411476259685,5.133257057432418,5.133257057432418
0,1,1.2544531558407044,5.549474597744289,11.916565758545516
0,1,1.2000703323602522,13.950865059887951,18.015648607855056
14,0,0.7255794668500547,10.834746524006587,10.834746524006587
1,0,1.0723071006059708,18.34636722459731,19.81520463022369
21,1,0.7915064408912362,9.529728696286007,9.626523874473348
15,0,0.6419317918906692,11.48076541256071,11.48076541256071
7,1,1.6705514871331213,12.918637967473522,23.78918460631173
12,0,0.9998959787599185,9.095582493293712,9.685351410638289
20,2,0.9225252353304071,18.627423011799415,18.627423011799415
0,0,0.9329187590154799,11.968003769871457,11.968003769871457
15,2,1.0472890564762065,11.362334136785254,12.628121694529408
6,0,1.5649796992868172,17.74629573401499,26.291529797013265
4,0,1.3821534870614216,9.679676024718477,13.464582840040238
21,1,0.6077107965793626,17.261980167664415,17.261980167664415
22,0,0.6132526415806613,6.834092790820242,6.834092790820242
2,0,1.3574251109556734,7.741828000473495,9.749019339853616
11,2,1.6287833241793965,19.262624992576022,36.92693347681412
15,0,0.7111223875501601,17.63671236211562,17.63671236211562
18,1,0.7512663878363837,10.818483521846094,10.818483521846094
4,2,1.9347835283855193,14.576846730755442,37.390857844583394
21,1,0.8121306027526352,19.14455284146434,19.14455284146434
13,1,1.0844819821264928,8.177883542961265,11.797364385478444
4,1,1.5558366175312206,5.88515705334501,11.760295255995956
14,1,0.9324665795825227,13.06202096757958,16.52835277672399
16,2,1.1566130889918012,7.1389531799539,8.479604254608418
13,0,0.787928023095292,7.809786390670627,7.809786390670627
19,1,0.6005206590738945,18.373087845973693,18.373087845973693
4,2,1.8136493580921809,5.11105187967337,11.000981180441194
11,1,1.2894211436818555,17.252300396958027,24.265209140390088
15,0,0.6730445412176108,12.754261645034113,12.754261645034113
15,2,1.1257335784225655,13.389415814679506,19.162619585963718
20,2,0.9295343777921083,15.076519406845437,16.749176836100276
6,0,1.7106778788767014,11.471674884620155,19.530680083862954
3,2,1.8766230947669722,6.734178322886221,14.246721633319817
0,0,0.9236473101647328,6.542303357072357,6.542303357072357
4,2,1.8251038339176529,16.315432987759138,35.897091608791186
22,2,1.2028402909135638,8.315527149009274,15.880499670979944
9,0,1.2706620266196376,5.4215252542646635,7.6925162324916485
